district,Sex,Age,month of estimation,population
LIM - Sekhukhune District Municipality (DC47),Female,0-4,2020-10-31,72187.36562
LIM - Sekhukhune District Municipality (DC47),Female,10-14,2020-10-31,68334.14793
LIM - Sekhukhune District Municipality (DC47),Female,15-19,2020-10-31,56157.74253
LIM - Sekhukhune District Municipality (DC47),Female,18-34,2020-10-31,150664.98053
LIM - Sekhukhune District Municipality (DC47),Female,35-49,2020-10-31,107523.80921
LIM - Sekhukhune District Municipality (DC47),Female,5-9,2020-10-31,72855.72833
LIM - Sekhukhune District Municipality (DC47),Female,50-59,2020-10-31,42826.38326
LIM - Sekhukhune District Municipality (DC47),Female,60+,2020-10-31,68687.09834299999
LIM - Sekhukhune District Municipality (DC47),Male,0-4,2020-10-31,74509.38656
LIM - Sekhukhune District Municipality (DC47),Male,10-14,2020-10-31,71503.1921
LIM - Sekhukhune District Municipality (DC47),Male,15-19,2020-10-31,58926.88258
LIM - Sekhukhune District Municipality (DC47),Male,18-34,2020-10-31,153742.48857
LIM - Sekhukhune District Municipality (DC47),Male,35-49,2020-10-31,90623.3388
LIM - Sekhukhune District Municipality (DC47),Male,5-9,2020-10-31,75542.34889
LIM - Sekhukhune District Municipality (DC47),Male,50-59,2020-10-31,23410.51176
LIM - Sekhukhune District Municipality (DC47),Male,60+,2020-10-31,22787.507011
LIM - Vhembe District Municipality (DC34),Female,0-4,2020-10-31,79335.28548
LIM - Vhembe District Municipality (DC34),Female,10-14,2020-10-31,79455.54234
LIM - Vhembe District Municipality (DC34),Female,15-19,2020-10-31,65389.68166
LIM - Vhembe District Municipality (DC34),Female,18-34,2020-10-31,166696.92654000001
LIM - Vhembe District Municipality (DC34),Female,35-49,2020-10-31,142431.72444000002
LIM - Vhembe District Municipality (DC34),Female,5-9,2020-10-31,81171.74702
LIM - Vhembe District Municipality (DC34),Female,50-59,2020-10-31,63428.30588
LIM - Vhembe District Municipality (DC34),Female,60+,2020-10-31,84421.290852
LIM - Vhembe District Municipality (DC34),Male,0-4,2020-10-31,81684.39663
LIM - Vhembe District Municipality (DC34),Male,10-14,2020-10-31,82666.56548
LIM - Vhembe District Municipality (DC34),Male,15-19,2020-10-31,68896.27704
LIM - Vhembe District Municipality (DC34),Male,18-34,2020-10-31,162066.83134
LIM - Vhembe District Municipality (DC34),Male,35-49,2020-10-31,111526.41456
LIM - Vhembe District Municipality (DC34),Male,5-9,2020-10-31,83463.72564
LIM - Vhembe District Municipality (DC34),Male,50-59,2020-10-31,38208.40616
LIM - Vhembe District Municipality (DC34),Male,60+,2020-10-31,32860.691278
LIM - Waterberg District Municipality (DC36),Female,0-4,2020-10-31,36218.23242
LIM - Waterberg District Municipality (DC36),Female,10-14,2020-10-31,36508.77895
LIM - Waterberg District Municipality (DC36),Female,15-19,2020-10-31,27683.36056
LIM - Waterberg District Municipality (DC36),Female,18-34,2020-10-31,77873.45313
LIM - Waterberg District Municipality (DC36),Female,35-49,2020-10-31,72290.10792
LIM - Waterberg District Municipality (DC36),Female,5-9,2020-10-31,37540.81787
LIM - Waterberg District Municipality (DC36),Female,50-59,2020-10-31,33600.33139
LIM - Waterberg District Municipality (DC36),Female,60+,2020-10-31,46572.899377
LIM - Waterberg District Municipality (DC36),Male,0-4,2020-10-31,37375.36822
LIM - Waterberg District Municipality (DC36),Male,10-14,2020-10-31,38290.311
LIM - Waterberg District Municipality (DC36),Male,15-19,2020-10-31,29785.31833
LIM - Waterberg District Municipality (DC36),Male,18-34,2020-10-31,96663.98142
LIM - Waterberg District Municipality (DC36),Male,35-49,2020-10-31,79104.91642
LIM - Waterberg District Municipality (DC36),Male,5-9,2020-10-31,38945.4248
LIM - Waterberg District Municipality (DC36),Male,50-59,2020-10-31,29636.220269999998
LIM - Waterberg District Municipality (DC36),Male,60+,2020-10-31,29135.068078
MP - Gert Sibande District Municipality (DC30),Female,0-4,2020-10-31,58785.42525
MP - Gert Sibande District Municipality (DC30),Female,10-14,2020-10-31,62851.4533
MP - Gert Sibande District Municipality (DC30),Female,15-19,2020-10-31,52235.31911
MP - Gert Sibande District Municipality (DC30),Female,18-34,2020-10-31,165018.58646
MP - Gert Sibande District Municipality (DC30),Female,35-49,2020-10-31,120335.87796
MP - Gert Sibande District Municipality (DC30),Female,5-9,2020-10-31,58291.42967
MP - Gert Sibande District Municipality (DC30),Female,50-59,2020-10-31,50905.85424
MP - Gert Sibande District Municipality (DC30),Female,60+,2020-10-31,61240.07564
MP - Gert Sibande District Municipality (DC30),Male,0-4,2020-10-31,59871.09306
MP - Gert Sibande District Municipality (DC30),Male,10-14,2020-10-31,62939.98838
MP - Gert Sibande District Municipality (DC30),Male,15-19,2020-10-31,51995.47448
MP - Gert Sibande District Municipality (DC30),Male,18-34,2020-10-31,179912.05813000002
MP - Gert Sibande District Municipality (DC30),Male,35-49,2020-10-31,124302.92874
MP - Gert Sibande District Municipality (DC30),Male,5-9,2020-10-31,58859.42316
MP - Gert Sibande District Municipality (DC30),Male,50-59,2020-10-31,42624.10737
MP - Gert Sibande District Municipality (DC30),Male,60+,2020-10-31,43417.122422
MP - Nkangala District Municipality (DC31),Female,0-4,2020-10-31,69014.3254
MP - Nkangala District Municipality (DC31),Female,10-14,2020-10-31,74633.98478
MP - Nkangala District Municipality (DC31),Female,15-19,2020-10-31,61283.24281
MP - Nkangala District Municipality (DC31),Female,18-34,2020-10-31,213880.18117
MP - Nkangala District Municipality (DC31),Female,35-49,2020-10-31,168930.21173
MP - Nkangala District Municipality (DC31),Female,5-9,2020-10-31,69943.78548
MP - Nkangala District Municipality (DC31),Female,50-59,2020-10-31,67798.15929
MP - Nkangala District Municipality (DC31),Female,60+,2020-10-31,75633.38414000001
MP - Nkangala District Municipality (DC31),Male,0-4,2020-10-31,70627.05194
MP - Nkangala District Municipality (DC31),Male,10-14,2020-10-31,75913.26901
MP - Nkangala District Municipality (DC31),Male,15-19,2020-10-31,62742.9046
MP - Nkangala District Municipality (DC31),Male,18-34,2020-10-31,247291.90374
MP - Nkangala District Municipality (DC31),Male,35-49,2020-10-31,186170.85847
MP - Nkangala District Municipality (DC31),Male,5-9,2020-10-31,71207.81493
MP - Nkangala District Municipality (DC31),Male,50-59,2020-10-31,57998.75532
MP - Nkangala District Municipality (DC31),Male,60+,2020-10-31,52761.742461
NC - Frances Baard District Municipality (DC9),Female,0-4,2020-10-31,19861.82976
NC - Frances Baard District Municipality (DC9),Female,10-14,2020-10-31,20140.25399
NC - Frances Baard District Municipality (DC9),Female,15-19,2020-10-31,16635.79853
NC - Frances Baard District Municipality (DC9),Female,18-34,2020-10-31,46848.06517
NC - Frances Baard District Municipality (DC9),Female,35-49,2020-10-31,39767.53787
NC - Frances Baard District Municipality (DC9),Female,5-9,2020-10-31,20317.95805
NC - Frances Baard District Municipality (DC9),Female,50-59,2020-10-31,18886.313414999997
NC - Frances Baard District Municipality (DC9),Female,60+,2020-10-31,26169.188484
NC - Frances Baard District Municipality (DC9),Male,0-4,2020-10-31,20886.53542
NC - Frances Baard District Municipality (DC9),Male,10-14,2020-10-31,21257.69583
NC - Frances Baard District Municipality (DC9),Male,15-19,2020-10-31,17096.19885
NC - Frances Baard District Municipality (DC9),Male,18-34,2020-10-31,49828.874429999996
NC - Frances Baard District Municipality (DC9),Male,35-49,2020-10-31,43677.92879
NC - Frances Baard District Municipality (DC9),Male,5-9,2020-10-31,21718.35979
NC - Frances Baard District Municipality (DC9),Male,50-59,2020-10-31,16230.670075999999
NC - Frances Baard District Municipality (DC9),Male,60+,2020-10-31,15211.0181129
NC - John Taolo Gaetsewe District Municipality (DC45),Female,0-4,2020-10-31,15276.6828
NC - John Taolo Gaetsewe District Municipality (DC45),Female,10-14,2020-10-31,14646.66479
NC - John Taolo Gaetsewe District Municipality (DC45),Female,15-19,2020-10-31,12085.74053
NC - John Taolo Gaetsewe District Municipality (DC45),Female,18-34,2020-10-31,35449.21906
NC - John Taolo Gaetsewe District Municipality (DC45),Female,35-49,2020-10-31,24505.883741
NC - John Taolo Gaetsewe District Municipality (DC45),Female,5-9,2020-10-31,15120.29242
NC - John Taolo Gaetsewe District Municipality (DC45),Female,50-59,2020-10-31,10061.802515
NC - John Taolo Gaetsewe District Municipality (DC45),Female,60+,2020-10-31,14015.510189
NC - John Taolo Gaetsewe District Municipality (DC45),Male,0-4,2020-10-31,15533.62865
NC - John Taolo Gaetsewe District Municipality (DC45),Male,10-14,2020-10-31,13942.03225
NC - John Taolo Gaetsewe District Municipality (DC45),Male,15-19,2020-10-31,11116.68521
NC - John Taolo Gaetsewe District Municipality (DC45),Male,18-34,2020-10-31,34487.79593
NC - John Taolo Gaetsewe District Municipality (DC45),Male,35-49,2020-10-31,25804.420836999998
NC - John Taolo Gaetsewe District Municipality (DC45),Male,5-9,2020-10-31,15110.58677
NC - John Taolo Gaetsewe District Municipality (DC45),Male,50-59,2020-10-31,7975.5551909999995
NC - John Taolo Gaetsewe District Municipality (DC45),Male,60+,2020-10-31,8375.1021321
NC - Namakwa District Municipality (DC6),Female,0-4,2020-10-31,4701.216254
NC - Namakwa District Municipality (DC6),Female,10-14,2020-10-31,4995.910639
NC - Namakwa District Municipality (DC6),Female,15-19,2020-10-31,4462.168557
NC - Namakwa District Municipality (DC6),Female,18-34,2020-10-31,14000.816886
NC - Namakwa District Municipality (DC6),Female,35-49,2020-10-31,11515.52092
NC - Namakwa District Municipality (DC6),Female,5-9,2020-10-31,4759.771111
NC - Namakwa District Municipality (DC6),Female,50-59,2020-10-31,6819.660277999999
NC - Namakwa District Municipality (DC6),Female,60+,2020-10-31,8582.8596918
NC - Namakwa District Municipality (DC6),Male,0-4,2020-10-31,4717.592266
NC - Namakwa District Municipality (DC6),Male,10-14,2020-10-31,4893.024695
NC - Namakwa District Municipality (DC6),Male,15-19,2020-10-31,4364.981217
NC - Namakwa District Municipality (DC6),Male,18-34,2020-10-31,13941.152329
NC - Namakwa District Municipality (DC6),Male,35-49,2020-10-31,11952.481287999999
NC - Namakwa District Municipality (DC6),Male,5-9,2020-10-31,4819.933767
NC - Namakwa District Municipality (DC6),Male,50-59,2020-10-31,5992.534579
NC - Namakwa District Municipality (DC6),Male,60+,2020-10-31,6483.021176
NC - Pixley ka Seme District Municipality (DC7),Female,0-4,2020-10-31,10592.1806
NC - Pixley ka Seme District Municipality (DC7),Female,10-14,2020-10-31,10199.55048
NC - Pixley ka Seme District Municipality (DC7),Female,15-19,2020-10-31,8743.591986
NC - Pixley ka Seme District Municipality (DC7),Female,18-34,2020-10-31,23549.271626
NC - Pixley ka Seme District Municipality (DC7),Female,35-49,2020-10-31,17372.862107
NC - Pixley ka Seme District Municipality (DC7),Female,5-9,2020-10-31,10236.56872
NC - Pixley ka Seme District Municipality (DC7),Female,50-59,2020-10-31,9356.473477
NC - Pixley ka Seme District Municipality (DC7),Female,60+,2020-10-31,15018.945609
NC - Pixley ka Seme District Municipality (DC7),Male,0-4,2020-10-31,11020.79892
NC - Pixley ka Seme District Municipality (DC7),Male,10-14,2020-10-31,10274.2986
NC - Pixley ka Seme District Municipality (DC7),Male,15-19,2020-10-31,8722.263603
NC - Pixley ka Seme District Municipality (DC7),Male,18-34,2020-10-31,24663.041072
NC - Pixley ka Seme District Municipality (DC7),Male,35-49,2020-10-31,19604.281547
NC - Pixley ka Seme District Municipality (DC7),Male,5-9,2020-10-31,10622.93593
NC - Pixley ka Seme District Municipality (DC7),Male,50-59,2020-10-31,8540.998554
NC - Pixley ka Seme District Municipality (DC7),Male,60+,2020-10-31,10831.591062
NC- ZF Mgcawu (DC8),Female,0-4,2020-10-31,12682.84768
NC- ZF Mgcawu (DC8),Female,10-14,2020-10-31,12093.21883
NC- ZF Mgcawu (DC8),Female,15-19,2020-10-31,10970.62851
NC- ZF Mgcawu (DC8),Female,18-34,2020-10-31,36484.69632
NC- ZF Mgcawu (DC8),Female,35-49,2020-10-31,27862.213122
NC- ZF Mgcawu (DC8),Female,5-9,2020-10-31,12403.90185
NC- ZF Mgcawu (DC8),Female,50-59,2020-10-31,12082.712599999999
NC- ZF Mgcawu (DC8),Female,60+,2020-10-31,15678.440309
NC- ZF Mgcawu (DC8),Male,0-4,2020-10-31,12887.00592
NC- ZF Mgcawu (DC8),Male,10-14,2020-10-31,11766.32961
NC- ZF Mgcawu (DC8),Male,15-19,2020-10-31,10646.07505
NC- ZF Mgcawu (DC8),Male,18-34,2020-10-31,39665.87805
NC- ZF Mgcawu (DC8),Male,35-49,2020-10-31,31344.377829
NC- ZF Mgcawu (DC8),Male,5-9,2020-10-31,12626.08756
NC- ZF Mgcawu (DC8),Male,50-59,2020-10-31,10977.814581999999
NC- ZF Mgcawu (DC8),Male,60+,2020-10-31,10631.7822893
NW - Bojanala Platinum District Municipality (DC37),Female,0-4,2020-10-31,83008.26369
NW - Bojanala Platinum District Municipality (DC37),Female,10-14,2020-10-31,81941.37925
NW - Bojanala Platinum District Municipality (DC37),Female,15-19,2020-10-31,65011.71201
NW - Bojanala Platinum District Municipality (DC37),Female,18-34,2020-10-31,223465.21824000002
NW - Bojanala Platinum District Municipality (DC37),Female,35-49,2020-10-31,190079.70412
NW - Bojanala Platinum District Municipality (DC37),Female,5-9,2020-10-31,83000.73903
NW - Bojanala Platinum District Municipality (DC37),Female,50-59,2020-10-31,77700.62862999999
NW - Bojanala Platinum District Municipality (DC37),Female,60+,2020-10-31,89924.65525
NW - Bojanala Platinum District Municipality (DC37),Male,0-4,2020-10-31,84549.52124
NW - Bojanala Platinum District Municipality (DC37),Male,10-14,2020-10-31,84745.34282
NW - Bojanala Platinum District Municipality (DC37),Male,15-19,2020-10-31,68401.6357
NW - Bojanala Platinum District Municipality (DC37),Male,18-34,2020-10-31,282377.61436
NW - Bojanala Platinum District Municipality (DC37),Male,35-49,2020-10-31,250258.47622
NW - Bojanala Platinum District Municipality (DC37),Male,5-9,2020-10-31,85393.63949
NW - Bojanala Platinum District Municipality (DC37),Male,50-59,2020-10-31,92104.17553000001
NW - Bojanala Platinum District Municipality (DC37),Male,60+,2020-10-31,79696.958926
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,0-4,2020-10-31,36966.99847
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,10-14,2020-10-31,37808.06885
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,15-19,2020-10-31,33087.02945
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,18-34,2020-10-31,99336.08836
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,35-49,2020-10-31,83870.96479
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,5-9,2020-10-31,37434.53837
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,50-59,2020-10-31,37793.79044
NW - Dr Kenneth Kaunda District Municipality (DC40),Female,60+,2020-10-31,39125.455427
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,0-4,2020-10-31,37352.80431
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,10-14,2020-10-31,37883.3262
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,15-19,2020-10-31,32552.47893
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,18-34,2020-10-31,99780.56237999999
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,35-49,2020-10-31,80884.02194
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,5-9,2020-10-31,37798.38792
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,50-59,2020-10-31,35361.515419999996
NW - Dr Kenneth Kaunda District Municipality (DC40),Male,60+,2020-10-31,30156.303956
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,0-4,2020-10-31,25308.66821
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,10-14,2020-10-31,29520.03812
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,15-19,2020-10-31,23076.00943
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,18-34,2020-10-31,54874.49686
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,35-49,2020-10-31,38769.33791
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,5-9,2020-10-31,26536.11888
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,50-59,2020-10-31,18292.365197
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Female,60+,2020-10-31,30080.984741
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,0-4,2020-10-31,25769.31743
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,10-14,2020-10-31,29357.55838
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,15-19,2020-10-31,22562.72506
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,18-34,2020-10-31,51477.62608
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,35-49,2020-10-31,32542.379127
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,5-9,2020-10-31,26786.18169
NW - Dr Ruth Segomotsi Mompati District Municipality (DC39),Male,50-59,2020-10-31,14342.770377
